file,slot,part,color,example_instance,all_interchangeable_candidates
plates/O-white-03-NOT_SLICED.3mf,6,B-2x2,white,O-062,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-white-03-NOT_SLICED.3mf,7,B-2x2,white,O-069,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-white-03-NOT_SLICED.3mf,8,B-2x2,white,O-070,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-white-03-NOT_SLICED.3mf,9,B-2x2,white,O-077,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-white-03-NOT_SLICED.3mf,10,B-2x2,white,O-079,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-white-03-NOT_SLICED.3mf,11,B-2x2,white,O-082,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-white-03-NOT_SLICED.3mf,12,B-2x2,white,O-084,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-white-03-NOT_SLICED.3mf,13,B-2x2,white,O-128,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-white-03-NOT_SLICED.3mf,14,B-2x2,white,O-130,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-white-03-NOT_SLICED.3mf,15,B-2x2,white,O-133,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-white-03-NOT_SLICED.3mf,16,B-2x2,white,O-135,O-019;O-020;O-021;O-022;O-023;O-024;O-025;O-026;O-027;O-028;O-029;O-030;O-037;O-038;O-045;O-046;O-053;O-054;O-061;O-062;O-069;O-070;O-077;O-079;O-082;O-084;O-128;O-130;O-133;O-135
plates/O-black-01-NOT_SLICED.3mf,1,P-6x6,black,O-106,O-106;O-122
plates/O-black-01-NOT_SLICED.3mf,2,P-6x6,black,O-122,O-106;O-122
plates/O-black-01-NOT_SLICED.3mf,3,B-2x4,black,O-086,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,4,B-2x4,black,O-087,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,5,B-2x4,black,O-090,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,6,B-2x4,black,O-091,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,7,P-2x4,black,O-101,O-101;O-102
plates/O-black-01-NOT_SLICED.3mf,8,P-2x4,black,O-102,O-101;O-102
plates/O-black-01-NOT_SLICED.3mf,9,B-2x4,black,O-103,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,10,B-2x4,black,O-107,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,11,B-2x4,black,O-108,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,12,B-2x4,black,O-109,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,13,B-2x4,black,O-112,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,14,B-2x4,black,O-113,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,15,B-2x4,black,O-114,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,16,B-2x4,black,O-117,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,17,B-2x4,black,O-118,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,18,B-2x4,black,O-119,O-086;O-087;O-090;O-091;O-103;O-107;O-108;O-109;O-112;O-113;O-114;O-117;O-118;O-119
plates/O-black-01-NOT_SLICED.3mf,19,B-2x2,black,O-104,O-104
plates/O-black-01-NOT_SLICED.3mf,20,EAR-2x2,black,O-123,O-123;O-124
plates/O-black-01-NOT_SLICED.3mf,21,EAR-2x2,black,O-124,O-123;O-124
plates/O-black-01-NOT_SLICED.3mf,22,B-1x2,black,O-088,O-088;O-089
plates/O-black-01-NOT_SLICED.3mf,23,B-1x2,black,O-089,O-088;O-089
plates/O-yellow-01-NOT_SLICED.3mf,1,MUG-2x3,yellow,O-105,O-105
plates/O-beige-01-NOT_SLICED.3mf,1,B-2x4,beige,O-110,O-110;O-116;O-120
plates/O-beige-01-NOT_SLICED.3mf,2,B-2x4,beige,O-116,O-110;O-116;O-120
plates/O-beige-01-NOT_SLICED.3mf,3,B-2x4,beige,O-120,O-110;O-116;O-120
plates/O-beige-01-NOT_SLICED.3mf,4,B-2x2,beige,O-111,O-111;O-115;O-121
plates/O-beige-01-NOT_SLICED.3mf,5,B-2x2,beige,O-115,O-111;O-115;O-121
plates/O-beige-01-NOT_SLICED.3mf,6,B-2x2,beige,O-121,O-111;O-115;O-121
